Area,Item,2000,2005,2010,2015,2020,Entity,Land Area(Km2),2000rel,2005rel,2010rel,2015rel,2020rel
South Africa,All sectors without LULUCF,467400.0,497600.0,527800.0,509700.0,479700.0,South Africa,1219090.0,0.3834007333338802,0.40817330959978343,0.4329458858656867,0.41809874578579104,0.3934902263163507
Spain,All sectors without LULUCF,306830.0,361580.0,283800.0,265720.0,216020.0,Spain,505370.0,0.6071393236638503,0.7154757900152363,0.5615687516077329,0.5257929833587273,0.4274491956388389
Sri Lanka,All sectors without LULUCF,10204.0,12053.0,13131.0,19942.0,22980.0,Sri Lanka,65610.0,0.15552507239750038,0.18370675201950923,0.2001371742112483,0.3039475689681451,0.3502514860539552
Suriname,All sectors without LULUCF,2241.539,1632.161,2442.185,2751.894,2715.809,Suriname,163820.0,0.013682938591136614,0.009963136369185692,0.014907734098400684,0.016798278598461724,0.016578006348431207
Sweden,All sectors without LULUCF,53780.0,56365.0,57797.0,41326.0,41385.0,Sweden,450295.0,0.11943281626489302,0.12517349737394376,0.12835363483938306,0.09177539168767142,0.09190641690447374
Switzerland,All sectors without LULUCF,39464.4,41861.4,39510.2,35879.53,29688.63,Switzerland,41277.0,0.9560869249218693,1.0141580056690167,0.9571965016837464,0.869237832206798,0.7192535794752526
Tajikistan,All sectors without LULUCF,2867.0,3210.0,3219.0,5670.0,6520.0,Tajikistan,144100.0,0.01989590562109646,0.022276197085357392,0.022338653712699514,0.03934767522553782,0.04524635669673838
Thailand,All sectors without LULUCF,180009.42,235311.7,271214.0,300516.5,289818.6,Thailand,513120.0,0.350813493919551,0.45858999844091053,0.5285586217648893,0.5856651465544123,0.564816417212348
Togo,All sectors without LULUCF,1354.094,1750.121,2631.147,2714.18,3613.211,Togo,56785.0,0.02384598045258431,0.030820128555076168,0.04633524698423879,0.047797481729329926,0.06362967332922426
Tonga,All sectors without LULUCF,95.876,114.579,117.527,121.58,181.629,Tonga,747.0,0.12834805890227577,0.1533855421686747,0.15733199464524766,0.16275769745649263,0.243144578313253
Trinidad and Tobago,All sectors without LULUCF,34290.0,52900.0,64200.0,59900.0,44800.0,Trinidad and Tobago,5128.0,6.686817472698908,10.31591263650546,12.519500780031201,11.680967238689547,8.736349453978159
Tunisia,All sectors without LULUCF,20190.0,22670.0,28050.0,30340.0,23780.0,Tunisia,163610.0,0.1234032149624106,0.1385612126398142,0.1714442882464397,0.18544098771468737,0.14534563901961983
Turkmenistan,All sectors without LULUCF,37979.0,48963.0,58720.0,74710.0,82680.0,Turkmenistan,488100.0,0.0778098750256095,0.10031346035648432,0.12030321655398483,0.15306289694734684,0.16939151813153042
Tuvalu,All sectors without LULUCF,7.3419,11.0122,7.3423,11.027,12.6369,Tuvalu,26.0,0.2823807692307692,0.42354615384615385,0.28239615384615385,0.42411538461538456,0.4860346153846154
Uganda,All sectors without LULUCF,1441.0,2136.0,3741.0,4713.0,6115.0,Uganda,241038.0,0.005978310473867191,0.008861673263136933,0.015520374380803026,0.019552933562342868,0.025369443822135927
Ukraine,All sectors without LULUCF,372230.1,379648.3,335243.3,219109.16,185711.6,Ukraine,603550.0,0.6167344876149449,0.6290254328556043,0.5554524065943169,0.3630339822715599,0.3076987822052854
United Arab Emirates,All sectors without LULUCF,115500.0,119310.0,163700.0,251000.0,179800.0,United Arab Emirates,83600.0,1.381578947368421,1.427153110047847,1.958133971291866,3.0023923444976077,2.150717703349282
Uruguay,All sectors without LULUCF,5335.23,5801.25,6371.29,6789.32,8020.36,Uruguay,176215.0,0.030276820928978803,0.03292143120619698,0.03615634310359504,0.03852861561161081,0.045514627018131255
Uzbekistan,All sectors without LULUCF,126320.0,123280.0,110270.0,108140.0,115860.0,Uzbekistan,447400.0,0.28234242288779615,0.27554760840411263,0.24646848457755924,0.24170764416629414,0.2589628967367009
Vanuatu,All sectors without LULUCF,86.99,61.63,124.11,135.17,163.37,Vanuatu,12189.0,0.007136762654852736,0.005056198211502174,0.010182131429977849,0.011089506932480104,0.013403068340306834
Yemen,All sectors without LULUCF,15481.0,20896.0,24220.0,14136.0,16622.0,Yemen,527968.0,0.029321852839566034,0.03957815625189406,0.04587399236317353,0.026774349960603672,0.03148296866476756
Zambia,All sectors without LULUCF,1822.0,2285.0,2607.0,4286.0,6130.0,Zambia,752618.0,0.002420882838305754,0.003036068762639214,0.00346390864954067,0.005694788059812547,0.008144902194738898
Zimbabwe,All sectors without LULUCF,14588.0,11596.0,8380.0,12731.0,10054.0,Zimbabwe,390757.0,0.03733266454599662,0.029675731976650452,0.021445553118690133,0.03258035044797662,0.025729545471994103
